epoch,step,loss,distance
1,1,-8.256860746769235e-05,8.256860746769235e-05
1,2,-8.098044781945646e-05,8.098044781945646e-05
1,3,-0.00021365347492974252,0.00021365347492974252
1,4,-0.0004938608035445213,0.0004938608035445213
1,5,-0.0009335885988548398,0.0009335885988548398
1,6,-0.0015859499108046293,0.0015859499108046293
1,7,-0.002334975404664874,0.002334975404664874
1,8,-0.003491744864732027,0.003491744864732027
1,9,-0.0045501310378313065,0.0045501310378313065
1,10,-0.0059463875368237495,0.0059463875368237495
1,11,-0.007467660121619701,0.007467660121619701
1,12,-0.00944121740758419,0.00944121740758419
1,13,-0.011302636936306953,0.011302636936306953
1,14,-0.012988567352294922,0.012988567352294922
1,15,-0.015458842739462852,0.015458842739462852
1,16,-0.01791609823703766,0.01791609823703766
1,17,-0.02104177325963974,0.02104177325963974
1,18,-0.02379874512553215,0.02379874512553215
1,19,-0.026427704840898514,0.026427704840898514
1,20,-0.031419213861227036,0.031419213861227036
1,21,-0.03360723331570625,0.03360723331570625
1,22,-0.03774557262659073,0.03774557262659073
1,23,-0.040626317262649536,0.040626317262649536
1,24,-0.04938317835330963,0.04938317835330963
1,25,-0.05082820728421211,0.05082820728421211
1,26,-0.05594393238425255,0.05594393238425255
1,27,-0.06057904660701752,0.06057904660701752
1,28,-0.06359471380710602,0.06359471380710602
1,29,-0.0701514184474945,0.0701514184474945
1,30,-0.07565063238143921,0.07565063238143921
1,31,-0.08076117187738419,0.08076117187738419
1,32,-0.0865822583436966,0.0865822583436966
1,33,-0.09214965999126434,0.09214965999126434
1,34,-0.09697738289833069,0.09697738289833069
1,35,-0.10557421296834946,0.10557421296834946
1,36,-0.11049492657184601,0.11049492657184601
1,37,-0.11533090472221375,0.11533090472221375
1,38,-0.12706118822097778,0.12706118822097778
1,39,-0.13263297080993652,0.13263297080993652
1,40,-0.13797584176063538,0.13797584176063538
1,41,-0.14651677012443542,0.14651677012443542
1,42,-0.1571141481399536,0.1571141481399536
1,0,nan,0.16123105138540267
2,1,-0.161391019821167,0.161391019821167
2,2,-0.16657805442810059,0.16657805442810059
2,3,-0.17950718104839325,0.17950718104839325
2,4,-0.18601557612419128,0.18601557612419128
2,5,-0.1967000514268875,0.1967000514268875
2,6,-0.1977592557668686,0.1977592557668686
2,7,-0.2071196436882019,0.2071196436882019
2,8,-0.2210310995578766,0.2210310995578766
2,9,-0.22321246564388275,0.22321246564388275
2,10,-0.2390080988407135,0.2390080988407135
2,11,-0.2486061006784439,0.2486061006784439
2,12,-0.25108957290649414,0.25108957290649414
2,13,-0.25767165422439575,0.25767165422439575
2,14,-0.2727362811565399,0.2727362811565399
2,15,-0.28616756200790405,0.28616756200790405
2,16,-0.2863527238368988,0.2863527238368988
2,17,-0.29435116052627563,0.29435116052627563
2,18,-0.3105485439300537,0.3105485439300537
2,19,-0.3085342347621918,0.3085342347621918
2,20,-0.32091227173805237,0.32091227173805237
2,21,-0.33313262462615967,0.33313262462615967
2,22,-0.3414899706840515,0.3414899706840515
2,23,-0.34967878460884094,0.34967878460884094
2,24,-0.34997957944869995,0.34997957944869995
2,25,-0.37281227111816406,0.37281227111816406
2,26,-0.36641764640808105,0.36641764640808105
2,27,-0.37714654207229614,0.37714654207229614
2,28,-0.3818995952606201,0.3818995952606201
2,29,-0.3984830379486084,0.3984830379486084
2,30,-0.41729795932769775,0.41729795932769775
2,31,-0.41582542657852173,0.41582542657852173
2,32,-0.4246373474597931,0.4246373474597931
2,33,-0.42635270953178406,0.42635270953178406
2,34,-0.42912691831588745,0.42912691831588745
2,35,-0.4559451937675476,0.4559451937675476
2,36,-0.44376140832901,0.44376140832901
2,37,-0.4697299599647522,0.4697299599647522
2,38,-0.4523617625236511,0.4523617625236511
2,39,-0.47835642099380493,0.47835642099380493
2,40,-0.47513318061828613,0.47513318061828613
2,41,-0.49064797163009644,0.49064797163009644
2,42,-0.49296990036964417,0.49296990036964417
2,0,nan,0.49636694192886355
3,1,-0.4856018126010895,0.4856018126010895
3,2,-0.5089585781097412,0.5089585781097412
3,3,-0.5221887826919556,0.5221887826919556
3,4,-0.5125166177749634,0.5125166177749634
3,5,-0.5303012132644653,0.5303012132644653
3,6,-0.5299137830734253,0.5299137830734253
3,7,-0.5290551781654358,0.5290551781654358
3,8,-0.5481081008911133,0.5481081008911133
3,9,-0.5417619943618774,0.5417619943618774
3,10,-0.5610821843147278,0.5610821843147278
3,11,-0.5554383993148804,0.5554383993148804
3,12,-0.5468693375587463,0.5468693375587463
3,13,-0.5648407936096191,0.5648407936096191
3,14,-0.5831006765365601,0.5831006765365601
3,15,-0.5638027191162109,0.5638027191162109
3,16,-0.5927397608757019,0.5927397608757019
3,17,-0.5931634902954102,0.5931634902954102
3,18,-0.5908499956130981,0.5908499956130981
3,19,-0.5893703699111938,0.5893703699111938
3,20,-0.5991026759147644,0.5991026759147644
3,21,-0.5830340385437012,0.5830340385437012
3,22,-0.6057905554771423,0.6057905554771423
3,23,-0.6115666627883911,0.6115666627883911
3,24,-0.6069991588592529,0.6069991588592529
3,25,-0.6020715236663818,0.6020715236663818
3,26,-0.6276819705963135,0.6276819705963135
3,27,-0.6250200271606445,0.6250200271606445
3,28,-0.6314202547073364,0.6314202547073364
3,29,-0.6223897337913513,0.6223897337913513
3,30,-0.6193389892578125,0.6193389892578125
3,31,-0.6508767604827881,0.6508767604827881
3,32,-0.6147605180740356,0.6147605180740356
3,33,-0.6448608040809631,0.6448608040809631
3,34,-0.630700945854187,0.630700945854187
3,35,-0.6435149908065796,0.6435149908065796
3,36,-0.6447895169258118,0.6447895169258118
3,37,-0.6639065742492676,0.6639065742492676
3,38,-0.653885006904602,0.653885006904602
3,39,-0.6554583311080933,0.6554583311080933
3,40,-0.6764991879463196,0.6764991879463196
3,41,-0.6514028310775757,0.6514028310775757
3,42,-0.6680567860603333,0.6680567860603333
3,0,nan,0.6639499366283417
4,1,-0.6692120432853699,0.6692120432853699
4,2,-0.6555696725845337,0.6555696725845337
4,3,-0.6804814338684082,0.6804814338684082
4,4,-0.6822330951690674,0.6822330951690674
4,5,-0.6570691466331482,0.6570691466331482
4,6,-0.6823187470436096,0.6823187470436096
4,7,-0.6784318685531616,0.6784318685531616
4,8,-0.7003116011619568,0.7003116011619568
4,9,-0.68315589427948,0.68315589427948
4,10,-0.6846210956573486,0.6846210956573486
4,11,-0.7142571210861206,0.7142571210861206
4,12,-0.6765884160995483,0.6765884160995483
4,13,-0.6947614550590515,0.6947614550590515
4,14,-0.6872652173042297,0.6872652173042297
4,15,-0.6858166456222534,0.6858166456222534
4,16,-0.7000843286514282,0.7000843286514282
4,17,-0.7013920545578003,0.7013920545578003
4,18,-0.6958639621734619,0.6958639621734619
4,19,-0.7081909775733948,0.7081909775733948
4,20,-0.6926404237747192,0.6926404237747192
4,21,-0.6891099214553833,0.6891099214553833
4,22,-0.7119169235229492,0.7119169235229492
4,23,-0.704929530620575,0.704929530620575
4,24,-0.6890964508056641,0.6890964508056641
4,25,-0.7138737440109253,0.7138737440109253
4,26,-0.7176837921142578,0.7176837921142578
4,27,-0.7098106145858765,0.7098106145858765
4,28,-0.7206724882125854,0.7206724882125854
4,29,-0.7164818644523621,0.7164818644523621
4,30,-0.7151935696601868,0.7151935696601868
4,31,-0.7199298739433289,0.7199298739433289
4,32,-0.7074229717254639,0.7074229717254639
4,33,-0.7112847566604614,0.7112847566604614
4,34,-0.7197526693344116,0.7197526693344116
4,35,-0.7060728073120117,0.7060728073120117
4,36,-0.7036735415458679,0.7036735415458679
4,37,-0.7186446785926819,0.7186446785926819
4,38,-0.7011270523071289,0.7011270523071289
4,39,-0.7233498096466064,0.7233498096466064
4,40,-0.7128776907920837,0.7128776907920837
4,41,-0.7407641410827637,0.7407641410827637
4,42,-0.7199795842170715,0.7199795842170715
4,0,nan,0.7262584805488587
5,1,-0.7161580920219421,0.7161580920219421
5,2,-0.7268229722976685,0.7268229722976685
5,3,-0.7372985482215881,0.7372985482215881
5,4,-0.7345840930938721,0.7345840930938721
5,5,-0.7326562404632568,0.7326562404632568
5,6,-0.7542950510978699,0.7542950510978699
5,7,-0.7284578680992126,0.7284578680992126
5,8,-0.7246506810188293,0.7246506810188293
5,9,-0.7576632499694824,0.7576632499694824
5,10,-0.7404346466064453,0.7404346466064453
5,11,-0.7435563802719116,0.7435563802719116
5,12,-0.748366117477417,0.748366117477417
5,13,-0.7394910454750061,0.7394910454750061
5,14,-0.7338369488716125,0.7338369488716125
5,15,-0.7387161254882812,0.7387161254882812
5,16,-0.7349193096160889,0.7349193096160889
5,17,-0.7140957117080688,0.7140957117080688
5,18,-0.7444211840629578,0.7444211840629578
5,19,-0.7335065603256226,0.7335065603256226
5,20,-0.7299614548683167,0.7299614548683167
5,21,-0.7421649694442749,0.7421649694442749
5,22,-0.7506800293922424,0.7506800293922424
5,23,-0.7400375008583069,0.7400375008583069
5,24,-0.7469045519828796,0.7469045519828796
5,25,-0.7610241174697876,0.7610241174697876
5,26,-0.7688612341880798,0.7688612341880798
5,27,-0.7524487376213074,0.7524487376213074
5,28,-0.7588168978691101,0.7588168978691101
5,29,-0.7330891489982605,0.7330891489982605
5,30,-0.7407019138336182,0.7407019138336182
5,31,-0.7479859590530396,0.7479859590530396
5,32,-0.7536575794219971,0.7536575794219971
5,33,-0.7416732311248779,0.7416732311248779
5,34,-0.7396520376205444,0.7396520376205444
5,35,-0.7404955625534058,0.7404955625534058
5,36,-0.7445110082626343,0.7445110082626343
5,37,-0.7515207529067993,0.7515207529067993
5,38,-0.7605750560760498,0.7605750560760498
5,39,-0.734803318977356,0.734803318977356
5,40,-0.7507904767990112,0.7507904767990112
5,41,-0.737846851348877,0.737846851348877
5,42,-0.7558737397193909,0.7558737397193909
5,0,nan,0.7545836329460144
6,1,-0.7666228413581848,0.7666228413581848
6,2,-0.7716719508171082,0.7716719508171082
6,3,-0.7552536725997925,0.7552536725997925
6,4,-0.7677021622657776,0.7677021622657776
6,5,-0.7656334638595581,0.7656334638595581
6,6,-0.7684656977653503,0.7684656977653503
6,7,-0.757701575756073,0.757701575756073
6,8,-0.7658206224441528,0.7658206224441528
6,9,-0.7424079179763794,0.7424079179763794
6,10,-0.7490341663360596,0.7490341663360596
6,11,-0.757225751876831,0.757225751876831
6,12,-0.7646828889846802,0.7646828889846802
6,13,-0.7492908239364624,0.7492908239364624
6,14,-0.7723818421363831,0.7723818421363831
6,15,-0.7574965357780457,0.7574965357780457
6,16,-0.7629947662353516,0.7629947662353516
6,17,-0.7734711170196533,0.7734711170196533
6,18,-0.7794918417930603,0.7794918417930603
6,19,-0.7545506954193115,0.7545506954193115
6,20,-0.7505106925964355,0.7505106925964355
6,21,-0.7616720795631409,0.7616720795631409
6,22,-0.7739816904067993,0.7739816904067993
6,23,-0.7664291262626648,0.7664291262626648
6,24,-0.7533372640609741,0.7533372640609741
6,25,-0.7488259077072144,0.7488259077072144
6,26,-0.7668493986129761,0.7668493986129761
6,27,-0.771213948726654,0.771213948726654
6,28,-0.7632843852043152,0.7632843852043152
6,29,-0.7752183079719543,0.7752183079719543
6,30,-0.7427757382392883,0.7427757382392883
6,31,-0.7654850482940674,0.7654850482940674
6,32,-0.7788669466972351,0.7788669466972351
6,33,-0.7691971063613892,0.7691971063613892
6,34,-0.763440728187561,0.763440728187561
6,35,-0.7549517750740051,0.7549517750740051
6,36,-0.7718700766563416,0.7718700766563416
6,37,-0.7723886370658875,0.7723886370658875
6,38,-0.7517849206924438,0.7517849206924438
6,39,-0.7599227428436279,0.7599227428436279
6,40,-0.7569208145141602,0.7569208145141602
6,41,-0.7767380475997925,0.7767380475997925
6,42,-0.7768589854240417,0.7768589854240417
6,0,nan,0.7701314151287079
7,1,-0.777815043926239,0.777815043926239
7,2,-0.7674562931060791,0.7674562931060791
7,3,-0.7721688747406006,0.7721688747406006
7,4,-0.761646032333374,0.761646032333374
7,5,-0.7466496229171753,0.7466496229171753
7,6,-0.7545261383056641,0.7545261383056641
7,7,-0.7678619623184204,0.7678619623184204
7,8,-0.7876514196395874,0.7876514196395874
7,9,-0.7645756006240845,0.7645756006240845
7,10,-0.746972918510437,0.746972918510437
7,11,-0.7727078199386597,0.7727078199386597
7,12,-0.7703942656517029,0.7703942656517029
7,13,-0.7899489402770996,0.7899489402770996
7,14,-0.7718809843063354,0.7718809843063354
7,15,-0.7698829770088196,0.7698829770088196
7,16,-0.755354642868042,0.755354642868042
7,17,-0.7974520921707153,0.7974520921707153
7,18,-0.7844452857971191,0.7844452857971191
7,19,-0.8007969856262207,0.8007969856262207
7,20,-0.7843608856201172,0.7843608856201172
7,21,-0.7900022268295288,0.7900022268295288
7,22,-0.786588191986084,0.786588191986084
7,23,-0.787025511264801,0.787025511264801
7,24,-0.7685819864273071,0.7685819864273071
7,25,-0.7751392126083374,0.7751392126083374
7,26,-0.7560315728187561,0.7560315728187561
7,27,-0.7669467926025391,0.7669467926025391
7,28,-0.7850725054740906,0.7850725054740906
7,29,-0.7904876470565796,0.7904876470565796
7,30,-0.7921770215034485,0.7921770215034485
7,31,-0.7920880317687988,0.7920880317687988
7,32,-0.773842453956604,0.773842453956604
7,33,-0.7641708254814148,0.7641708254814148
7,34,-0.769972562789917,0.769972562789917
7,35,-0.7762863039970398,0.7762863039970398
7,36,-0.7908650636672974,0.7908650636672974
7,37,-0.7789044380187988,0.7789044380187988
7,38,-0.7688512802124023,0.7688512802124023
7,39,-0.7670239210128784,0.7670239210128784
7,40,-0.7774143218994141,0.7774143218994141
7,41,-0.7761166095733643,0.7761166095733643
7,42,-0.7918015122413635,0.7918015122413635
7,0,nan,0.7798189520835876
8,1,-0.7735880613327026,0.7735880613327026
8,2,-0.7849804162979126,0.7849804162979126
8,3,-0.7953869104385376,0.7953869104385376
8,4,-0.7657521963119507,0.7657521963119507
8,5,-0.75895094871521,0.75895094871521
8,6,-0.7750368714332581,0.7750368714332581
8,7,-0.7907689809799194,0.7907689809799194
8,8,-0.7776798009872437,0.7776798009872437
8,9,-0.7967513799667358,0.7967513799667358
8,10,-0.7815507054328918,0.7815507054328918
8,11,-0.7723869681358337,0.7723869681358337
8,12,-0.7679221630096436,0.7679221630096436
8,13,-0.7856650948524475,0.7856650948524475
8,14,-0.7762017846107483,0.7762017846107483
8,15,-0.7741794586181641,0.7741794586181641
8,16,-0.7819274663925171,0.7819274663925171
8,17,-0.7903931140899658,0.7903931140899658
8,18,-0.7932432889938354,0.7932432889938354
8,19,-0.7689517140388489,0.7689517140388489
8,20,-0.7797224521636963,0.7797224521636963
8,21,-0.7748078107833862,0.7748078107833862
8,22,-0.7881600260734558,0.7881600260734558
8,23,-0.7887978553771973,0.7887978553771973
8,24,-0.8050715327262878,0.8050715327262878
8,25,-0.7781515121459961,0.7781515121459961
8,26,-0.7983546257019043,0.7983546257019043
8,27,-0.8012906312942505,0.8012906312942505
8,28,-0.7862970232963562,0.7862970232963562
8,29,-0.787855863571167,0.787855863571167
8,30,-0.7807372212409973,0.7807372212409973
8,31,-0.8041988611221313,0.8041988611221313
8,32,-0.7962735891342163,0.7962735891342163
8,33,-0.7504630088806152,0.7504630088806152
8,34,-0.7812783718109131,0.7812783718109131
8,35,-0.8023677468299866,0.8023677468299866
8,36,-0.7754209041595459,0.7754209041595459
8,37,-0.7959592938423157,0.7959592938423157
8,38,-0.7934204936027527,0.7934204936027527
8,39,-0.7644144296646118,0.7644144296646118
8,40,-0.788734495639801,0.788734495639801
8,41,-0.7729895710945129,0.7729895710945129
8,42,-0.7943006753921509,0.7943006753921509
8,0,nan,0.786062341928482
9,1,-0.8040376305580139,0.8040376305580139
9,2,-0.7730592489242554,0.7730592489242554
9,3,-0.7901865243911743,0.7901865243911743
9,4,-0.7916472554206848,0.7916472554206848
9,5,-0.7684492468833923,0.7684492468833923
9,6,-0.7914493680000305,0.7914493680000305
9,7,-0.7748254537582397,0.7748254537582397
9,8,-0.7876490950584412,0.7876490950584412
9,9,-0.7821714878082275,0.7821714878082275
9,10,-0.8034742474555969,0.8034742474555969
9,11,-0.7970287799835205,0.7970287799835205
9,12,-0.7918431758880615,0.7918431758880615
9,13,-0.7748234868049622,0.7748234868049622
9,14,-0.7846333980560303,0.7846333980560303
9,15,-0.7917377352714539,0.7917377352714539
9,16,-0.7729213237762451,0.7729213237762451
9,17,-0.8004101514816284,0.8004101514816284
9,18,-0.7878537178039551,0.7878537178039551
9,19,-0.7907458543777466,0.7907458543777466
9,20,-0.8011075258255005,0.8011075258255005
9,21,-0.7836377024650574,0.7836377024650574
9,22,-0.7871111631393433,0.7871111631393433
9,23,-0.7722293138504028,0.7722293138504028
9,24,-0.7885002493858337,0.7885002493858337
9,25,-0.7754911184310913,0.7754911184310913
9,26,-0.7959448099136353,0.7959448099136353
9,27,-0.7937653660774231,0.7937653660774231
9,28,-0.7840154767036438,0.7840154767036438
9,29,-0.7700995206832886,0.7700995206832886
9,30,-0.7951740026473999,0.7951740026473999
9,31,-0.7863029837608337,0.7863029837608337
9,32,-0.7966955304145813,0.7966955304145813
9,33,-0.8000001311302185,0.8000001311302185
9,34,-0.782538115978241,0.782538115978241
9,35,-0.7827882766723633,0.7827882766723633
9,36,-0.8064829111099243,0.8064829111099243
9,37,-0.7969399690628052,0.7969399690628052
9,38,-0.8003905415534973,0.8003905415534973
9,39,-0.7910466194152832,0.7910466194152832
9,40,-0.7954991459846497,0.7954991459846497
9,41,-0.7801942825317383,0.7801942825317383
9,42,-0.7978606224060059,0.7978606224060059
9,0,nan,0.7904478788375855
10,1,-0.7931690216064453,0.7931690216064453
10,2,-0.8057944178581238,0.8057944178581238
10,3,-0.7835718393325806,0.7835718393325806
10,4,-0.7845801115036011,0.7845801115036011
10,5,-0.7869446277618408,0.7869446277618408
10,6,-0.8079713582992554,0.8079713582992554
10,7,-0.801440417766571,0.801440417766571
10,8,-0.7928363084793091,0.7928363084793091
10,9,-0.786946177482605,0.786946177482605
10,10,-0.7836818099021912,0.7836818099021912
10,11,-0.803439736366272,0.803439736366272
10,12,-0.795189380645752,0.795189380645752
10,13,-0.8117307424545288,0.8117307424545288
10,14,-0.792587399482727,0.792587399482727
10,15,-0.7797876000404358,0.7797876000404358
10,16,-0.7980947494506836,0.7980947494506836
10,17,-0.804102897644043,0.804102897644043
10,18,-0.8101407289505005,0.8101407289505005
10,19,-0.7874407172203064,0.7874407172203064
10,20,-0.7816156148910522,0.7816156148910522
10,21,-0.7830226421356201,0.7830226421356201
10,22,-0.7862144112586975,0.7862144112586975
10,23,-0.7898021936416626,0.7898021936416626
10,24,-0.7800952792167664,0.7800952792167664
10,25,-0.7808641791343689,0.7808641791343689
10,26,-0.7962186336517334,0.7962186336517334
10,27,-0.7931254506111145,0.7931254506111145
10,28,-0.8101116418838501,0.8101116418838501
10,29,-0.7906465530395508,0.7906465530395508
10,30,-0.8017877340316772,0.8017877340316772
10,31,-0.799217164516449,0.799217164516449
10,32,-0.7888814806938171,0.7888814806938171
10,33,-0.7872242331504822,0.7872242331504822
10,34,-0.7969638109207153,0.7969638109207153
10,35,-0.8016039133071899,0.8016039133071899
10,36,-0.7980223298072815,0.7980223298072815
10,37,-0.7821602821350098,0.7821602821350098
10,38,-0.7687035799026489,0.7687035799026489
10,39,-0.7937253713607788,0.7937253713607788
10,40,-0.7806659936904907,0.7806659936904907
10,41,-0.814469575881958,0.814469575881958
10,42,-0.7633551955223083,0.7633551955223083
10,0,nan,0.7935621738433838
11,1,-0.7810651063919067,0.7810651063919067
11,2,-0.7959120273590088,0.7959120273590088
11,3,-0.7981547713279724,0.7981547713279724
11,4,-0.8161543011665344,0.8161543011665344
11,5,-0.7921844124794006,0.7921844124794006
11,6,-0.8046625852584839,0.8046625852584839
11,7,-0.7795764207839966,0.7795764207839966
11,8,-0.7744598388671875,0.7744598388671875
11,9,-0.7998983263969421,0.7998983263969421
11,10,-0.7867531776428223,0.7867531776428223
11,11,-0.798424243927002,0.798424243927002
11,12,-0.7821447849273682,0.7821447849273682
11,13,-0.7960359454154968,0.7960359454154968
11,14,-0.806997537612915,0.806997537612915
11,15,-0.8217374086380005,0.8217374086380005
11,16,-0.7993492484092712,0.7993492484092712
11,17,-0.7989976406097412,0.7989976406097412
11,18,-0.7845112085342407,0.7845112085342407
11,19,-0.7979000806808472,0.7979000806808472
11,20,-0.7921189069747925,0.7921189069747925
11,21,-0.8014383316040039,0.8014383316040039
11,22,-0.8059094548225403,0.8059094548225403
11,23,-0.795160710811615,0.795160710811615
11,24,-0.7775200605392456,0.7775200605392456
11,25,-0.8141456246376038,0.8141456246376038
11,26,-0.8028395175933838,0.8028395175933838
11,27,-0.7925357222557068,0.7925357222557068
11,28,-0.7939422130584717,0.7939422130584717
11,29,-0.8134078979492188,0.8134078979492188
11,30,-0.8103452920913696,0.8103452920913696
11,31,-0.8138465881347656,0.8138465881347656
11,32,-0.7889833450317383,0.7889833450317383
11,33,-0.783003032207489,0.783003032207489
11,34,-0.8110352754592896,0.8110352754592896
11,35,-0.810501754283905,0.810501754283905
11,36,-0.778748631477356,0.778748631477356
11,37,-0.7872753143310547,0.7872753143310547
11,38,-0.7954591512680054,0.7954591512680054
11,39,-0.7782124280929565,0.7782124280929565
11,40,-0.7924344539642334,0.7924344539642334
11,41,-0.7520650625228882,0.7520650625228882
11,42,-0.7930510640144348,0.7930510640144348
11,0,nan,0.7958856642246246
12,1,-0.7700943946838379,0.7700943946838379
12,2,-0.800156831741333,0.800156831741333
12,3,-0.8010085821151733,0.8010085821151733
12,4,-0.786651611328125,0.786651611328125
12,5,-0.7915244102478027,0.7915244102478027
12,6,-0.8153288960456848,0.8153288960456848
12,7,-0.7925358414649963,0.7925358414649963
12,8,-0.7838491201400757,0.7838491201400757
12,9,-0.8009927272796631,0.8009927272796631
12,10,-0.7738049030303955,0.7738049030303955
12,11,-0.7990260124206543,0.7990260124206543
12,12,-0.8160303235054016,0.8160303235054016
12,13,-0.8102135062217712,0.8102135062217712
12,14,-0.8178197145462036,0.8178197145462036
12,15,-0.8030304908752441,0.8030304908752441
12,16,-0.7926669120788574,0.7926669120788574
12,17,-0.8094059228897095,0.8094059228897095
12,18,-0.8119819760322571,0.8119819760322571
12,19,-0.7836853861808777,0.7836853861808777
12,20,-0.7849144339561462,0.7849144339561462
12,21,-0.7972993850708008,0.7972993850708008
12,22,-0.7839284539222717,0.7839284539222717
12,23,-0.7900042533874512,0.7900042533874512
12,24,-0.8031411170959473,0.8031411170959473
12,25,-0.8059624433517456,0.8059624433517456
12,26,-0.7811561226844788,0.7811561226844788
12,27,-0.7962689995765686,0.7962689995765686
12,28,-0.8102193474769592,0.8102193474769592
12,29,-0.8049095273017883,0.8049095273017883
12,30,-0.8023892045021057,0.8023892045021057
12,31,-0.7828794121742249,0.7828794121742249
12,32,-0.7935214042663574,0.7935214042663574
12,33,-0.7968637347221375,0.7968637347221375
12,34,-0.809045672416687,0.809045672416687
12,35,-0.8235787153244019,0.8235787153244019
12,36,-0.7924016714096069,0.7924016714096069
12,37,-0.8018503785133362,0.8018503785133362
12,38,-0.7992626428604126,0.7992626428604126
12,39,-0.8013290166854858,0.8013290166854858
12,40,-0.7897874116897583,0.7897874116897583
12,41,-0.7857965230941772,0.7857965230941772
12,42,-0.787666380405426,0.787666380405426
12,0,nan,0.7976075530052185
13,1,-0.7912197113037109,0.7912197113037109
13,2,-0.7935022711753845,0.7935022711753845
13,3,-0.7991070747375488,0.7991070747375488
13,4,-0.7894679307937622,0.7894679307937622
13,5,-0.7981002330780029,0.7981002330780029
13,6,-0.8058613538742065,0.8058613538742065
13,7,-0.8148626089096069,0.8148626089096069
13,8,-0.792153000831604,0.792153000831604
13,9,-0.7998409271240234,0.7998409271240234
13,10,-0.803013801574707,0.803013801574707
13,11,-0.7990579605102539,0.7990579605102539
13,12,-0.775087296962738,0.775087296962738
13,13,-0.801628053188324,0.801628053188324
13,14,-0.8185166120529175,0.8185166120529175
13,15,-0.8047265410423279,0.8047265410423279
13,16,-0.7811604738235474,0.7811604738235474
13,17,-0.7993375062942505,0.7993375062942505
13,18,-0.799849808216095,0.799849808216095
13,19,-0.8185448050498962,0.8185448050498962
13,20,-0.8066610097885132,0.8066610097885132
13,21,-0.7958619594573975,0.7958619594573975
13,22,-0.7831542491912842,0.7831542491912842
13,23,-0.7956490516662598,0.7956490516662598
13,24,-0.8249615430831909,0.8249615430831909
13,25,-0.7884496450424194,0.7884496450424194
13,26,-0.7991903424263,0.7991903424263
13,27,-0.7887818813323975,0.7887818813323975
13,28,-0.8161829710006714,0.8161829710006714
13,29,-0.7921949028968811,0.7921949028968811
13,30,-0.7832787036895752,0.7832787036895752
13,31,-0.8073586225509644,0.8073586225509644
13,32,-0.8016757965087891,0.8016757965087891
